[2026-06-22T04:00:24.600+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-06-22T04:00:24.619+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: anomx_first_kafka_pipeline.run_kafka_producer manual__2026-06-22T04:00:20.804327+00:00 [queued]>
[2026-06-22T04:00:24.626+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: anomx_first_kafka_pipeline.run_kafka_producer manual__2026-06-22T04:00:20.804327+00:00 [queued]>
[2026-06-22T04:00:24.628+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2026-06-22T04:00:24.639+0000] {taskinstance.py:2890} INFO - Executing <Task(PythonOperator): run_kafka_producer> on 2026-06-22 04:00:20.804327+00:00
[2026-06-22T04:00:24.646+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'anomx_first_kafka_pipeline', 'run_kafka_producer', 'manual__2026-06-22T04:00:20.804327+00:00', '--job-id', '20', '--raw', '--subdir', 'DAGS_FOLDER/anomx_first_pipeline.py', '--cfg-path', '/tmp/tmpym2oweu0']
[2026-06-22T04:00:24.648+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=831) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-06-22T04:00:24.649+0000] {standard_task_runner.py:105} INFO - Job 20: Subtask run_kafka_producer
[2026-06-22T04:00:24.650+0000] {standard_task_runner.py:72} INFO - Started process 832 to run task
[2026-06-22T04:00:24.720+0000] {task_command.py:467} INFO - Running <TaskInstance: anomx_first_kafka_pipeline.run_kafka_producer manual__2026-06-22T04:00:20.804327+00:00 [running]> on host ffb574a4859e
[2026-06-22T04:00:24.779+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='anomx-phase3' AIRFLOW_CTX_DAG_ID='anomx_first_kafka_pipeline' AIRFLOW_CTX_TASK_ID='run_kafka_producer' AIRFLOW_CTX_EXECUTION_DATE='2026-06-22T04:00:20.804327+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-06-22T04:00:20.804327+00:00'
[2026-06-22T04:00:24.780+0000] {taskinstance.py:732} INFO - ::endgroup::
[2026-06-22T04:00:24.791+0000] {logging_mixin.py:190} INFO - Checking dataset path: /opt/***/data/raw/CMAPSSData/train_FD001.txt
[2026-06-22T04:00:24.795+0000] {logging_mixin.py:190} INFO - Dataset file exists.
[2026-06-22T04:00:24.796+0000] {logging_mixin.py:190} INFO - Checking producer script path: /opt/***/ingestion/kafka_producer.py
[2026-06-22T04:00:24.798+0000] {logging_mixin.py:190} INFO - Producer script exists.
[2026-06-22T04:00:24.798+0000] {logging_mixin.py:190} INFO - Running producer command: /home/***/.local/bin/python /opt/***/ingestion/kafka_producer.py
[2026-06-22T04:00:24.799+0000] {logging_mixin.py:190} INFO - Working directory: /opt/***
[2026-06-22T04:00:24.800+0000] {logging_mixin.py:190} INFO - Dataset path: /opt/***/data/raw/CMAPSSData/train_FD001.txt
[2026-06-22T04:00:24.800+0000] {logging_mixin.py:190} INFO - Kafka bootstrap servers: kafka:29092
[2026-06-22T04:00:24.801+0000] {logging_mixin.py:190} INFO - Kafka topic: sensor-data
[2026-06-22T04:00:26.220+0000] {logging_mixin.py:190} INFO - Starting to stream 20631 rows...
[2026-06-22T04:00:26.325+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 1
[2026-06-22T04:00:29.752+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 35
[2026-06-22T04:00:29.853+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 36
[2026-06-22T04:00:29.953+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 37
[2026-06-22T04:00:30.054+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 38
[2026-06-22T04:00:30.155+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 39
[2026-06-22T04:00:30.257+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 40
[2026-06-22T04:00:30.357+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 41
[2026-06-22T04:00:30.458+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 42
[2026-06-22T04:00:30.559+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 43
[2026-06-22T04:00:30.660+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 44
[2026-06-22T04:00:30.761+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 45
[2026-06-22T04:00:30.862+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 46
[2026-06-22T04:00:30.962+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 47
[2026-06-22T04:00:31.063+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 48
[2026-06-22T04:00:31.164+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 49
[2026-06-22T04:00:31.264+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 50
[2026-06-22T04:00:31.365+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 51
[2026-06-22T04:00:31.466+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 52
[2026-06-22T04:00:31.567+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 53
[2026-06-22T04:00:31.668+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 54
[2026-06-22T04:00:31.769+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 55
[2026-06-22T04:00:31.869+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 56
[2026-06-22T04:00:31.970+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 57
[2026-06-22T04:00:32.071+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 58
[2026-06-22T04:00:32.171+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 59
[2026-06-22T04:00:32.273+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 60
[2026-06-22T04:00:32.373+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 61
[2026-06-22T04:00:32.474+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 62
[2026-06-22T04:00:32.575+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 63
[2026-06-22T04:00:32.675+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 64
[2026-06-22T04:00:32.777+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 65
[2026-06-22T04:00:32.877+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 66
[2026-06-22T04:00:32.978+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 67
[2026-06-22T04:00:33.079+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 68
[2026-06-22T04:00:33.180+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 69
[2026-06-22T04:00:33.280+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 70
[2026-06-22T04:00:33.381+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 71
[2026-06-22T04:00:33.483+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 72
[2026-06-22T04:00:33.584+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 73
[2026-06-22T04:00:33.684+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 74
[2026-06-22T04:00:33.785+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 75
[2026-06-22T04:00:33.885+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 76
[2026-06-22T04:00:33.986+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 77
[2026-06-22T04:00:34.087+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 78
[2026-06-22T04:00:34.188+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 79
[2026-06-22T04:00:34.289+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 80
[2026-06-22T04:00:34.390+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 81
[2026-06-22T04:00:34.491+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 82
[2026-06-22T04:00:34.592+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 83
[2026-06-22T04:00:34.693+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 84
[2026-06-22T04:00:34.793+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 85
[2026-06-22T04:00:34.894+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 86
[2026-06-22T04:00:34.995+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 87
[2026-06-22T04:00:35.095+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 88
[2026-06-22T04:00:35.196+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 89
[2026-06-22T04:00:35.297+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 90
[2026-06-22T04:00:35.397+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 91
[2026-06-22T04:00:35.498+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 92
[2026-06-22T04:00:35.599+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 93
[2026-06-22T04:00:35.699+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 94
[2026-06-22T04:00:35.799+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 95
[2026-06-22T04:00:35.900+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 96
[2026-06-22T04:00:36.001+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 97
[2026-06-22T04:00:36.101+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 98
[2026-06-22T04:00:36.202+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 99
[2026-06-22T04:00:36.305+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 100
[2026-06-22T04:00:36.405+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 101
[2026-06-22T04:00:36.506+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 102
[2026-06-22T04:00:36.607+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 103
[2026-06-22T04:00:36.708+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 104
[2026-06-22T04:00:36.808+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 105
[2026-06-22T04:00:36.909+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 106
[2026-06-22T04:00:37.010+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 107
[2026-06-22T04:00:37.110+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 108
[2026-06-22T04:00:37.211+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 109
[2026-06-22T04:00:37.312+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 110
[2026-06-22T04:00:37.413+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 111
[2026-06-22T04:00:37.513+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 112
[2026-06-22T04:00:37.614+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 113
[2026-06-22T04:00:37.715+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 114
[2026-06-22T04:00:37.816+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 115
[2026-06-22T04:00:37.917+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 116
[2026-06-22T04:00:38.018+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 117
[2026-06-22T04:00:38.118+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 118
[2026-06-22T04:00:38.219+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 119
[2026-06-22T04:00:38.320+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 120
[2026-06-22T04:00:38.421+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 121
[2026-06-22T04:00:38.521+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 122
[2026-06-22T04:00:38.622+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 123
[2026-06-22T04:00:38.722+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 124
[2026-06-22T04:00:38.823+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 125
[2026-06-22T04:00:38.924+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 126
[2026-06-22T04:00:39.025+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 127
[2026-06-22T04:00:39.125+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 128
[2026-06-22T04:00:39.225+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 129
[2026-06-22T04:00:39.326+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 130
[2026-06-22T04:00:39.427+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 131
[2026-06-22T04:00:39.527+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 132
[2026-06-22T04:00:39.628+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 133
[2026-06-22T04:00:39.730+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 134
[2026-06-22T04:00:39.830+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 135
[2026-06-22T04:00:39.931+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 136
[2026-06-22T04:00:40.031+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 137
[2026-06-22T04:00:40.132+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 138
[2026-06-22T04:00:40.233+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 139
[2026-06-22T04:00:40.333+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 140
[2026-06-22T04:00:40.434+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 141
[2026-06-22T04:00:40.535+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 142
[2026-06-22T04:00:40.636+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 143
[2026-06-22T04:00:40.736+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 144
[2026-06-22T04:00:40.837+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 145
[2026-06-22T04:00:40.938+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 146
[2026-06-22T04:00:41.039+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 147
[2026-06-22T04:00:41.140+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 148
[2026-06-22T04:00:41.241+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 149
[2026-06-22T04:00:41.342+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 150
[2026-06-22T04:00:41.442+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 151
[2026-06-22T04:00:41.543+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 152
[2026-06-22T04:00:41.644+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 153
[2026-06-22T04:00:41.745+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 154
[2026-06-22T04:00:41.846+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 155
[2026-06-22T04:00:41.947+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 156
[2026-06-22T04:00:42.047+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 157
[2026-06-22T04:00:42.148+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 158
[2026-06-22T04:00:42.249+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 159
[2026-06-22T04:00:42.350+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 160
[2026-06-22T04:00:42.451+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 161
[2026-06-22T04:00:42.552+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 162
[2026-06-22T04:00:42.653+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 163
[2026-06-22T04:00:42.754+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 164
[2026-06-22T04:00:42.855+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 165
[2026-06-22T04:00:42.956+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 166
[2026-06-22T04:00:43.057+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 167
[2026-06-22T04:00:43.157+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 168
[2026-06-22T04:00:43.259+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 169
[2026-06-22T04:00:43.359+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 170
[2026-06-22T04:00:43.460+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 171
[2026-06-22T04:00:43.561+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 172
[2026-06-22T04:00:43.661+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 173
[2026-06-22T04:00:43.762+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 174
[2026-06-22T04:00:43.862+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 175
[2026-06-22T04:00:43.963+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 176
[2026-06-22T04:00:44.064+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 177
[2026-06-22T04:00:44.164+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 178
[2026-06-22T04:00:44.265+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 179
[2026-06-22T04:00:44.366+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 180
[2026-06-22T04:00:44.467+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 181
[2026-06-22T04:00:44.568+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 182
[2026-06-22T04:00:44.668+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 183
[2026-06-22T04:00:44.770+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 184
[2026-06-22T04:00:44.871+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 185
[2026-06-22T04:00:44.972+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 186
[2026-06-22T04:00:45.073+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 187
[2026-06-22T04:00:45.173+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 188
[2026-06-22T04:00:45.274+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 189
[2026-06-22T04:00:45.375+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 190
[2026-06-22T04:00:45.476+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 191
[2026-06-22T04:00:45.577+0000] {logging_mixin.py:190} INFO - Sent -> Engine 1 | Cycle 192
